Nome Município,Código,2015,2016,2017,2018,2019,2020,2021,2022,Estado,Estado_Municipio
NOVA IPIXUNA,150497,82.38,35.35,40.47,34.1,44.04,20.18,27.07,72.0,PA,PA-NOVA IPIXUNA
NOVA TIMBOTEUA,150500,91.13,64.91,80.12,76.36,96.27,93.17,116.79,152.55,PA,PA-NOVA TIMBOTEUA
NOVO PROGRESSO,150503,127.65,115.45,101.74,112.48,99.68,98.07,106.67,111.99,PA,PA-NOVO PROGRESSO
NOVO REPARTIMENTO,150506,90.14,89.16,116.1,101.98,71.17,56.55,31.52,65.91,PA,PA-NOVO REPARTIMENTO
OBIDOS,150510,91.78,82.12,79.35,71.44,92.25,93.03,68.04,78.55,PA,PA-OBIDOS
OEIRAS DO PARA,150520,73.6,77.68,70.24,94.46,68.89,65.12,44.43,40.33,PA,PA-OEIRAS DO PARA
ORIXIMINA,150530,92.8,88.04,118.72,112.0,113.4,94.58,69.74,66.07,PA,PA-ORIXIMINA
OUREM,150540,94.1,105.99,108.24,98.93,106.67,62.33,62.9,62.84,PA,PA-OUREM
OURILANDIA DO NORTE,150543,73.3,89.07,98.05,108.73,94.52,87.11,93.07,107.21,PA,PA-OURILANDIA DO NORTE
PACAJA,150548,125.76,89.76,97.28,76.33,75.13,60.73,56.57,104.43,PA,PA-PACAJA
PALESTINA DO PARA,150549,69.67,48.0,36.0,37.08,43.3,32.99,54.29,84.48,PA,PA-PALESTINA DO PARA
PARAGOMINAS,150550,126.79,88.43,84.66,101.7,89.23,74.91,90.07,112.71,PA,PA-PARAGOMINAS
PARAUAPEBAS,150553,78.78,70.37,75.19,94.79,82.17,77.22,111.51,108.49,PA,PA-PARAUAPEBAS
PAU D'ARCO,150555,119.23,111.68,83.94,57.02,106.9,100.86,69.17,58.14,PA,PA-PAU D'ARCO
PEIXE-BOI,150560,93.81,80.67,108.4,103.88,78.07,69.3,84.21,62.35,PA,PA-PEIXE-BOI
PICARRA,150563,109.15,68.39,130.97,119.86,73.08,87.36,129.09,186.83,PA,PA-PICARRA
PLACAS,150565,98.69,64.55,75.59,67.72,53.95,65.29,72.7,104.39,PA,PA-PLACAS
PONTA DE PEDRAS,150570,89.67,74.62,71.3,56.25,140.52,71.84,53.85,76.68,PA,PA-PONTA DE PEDRAS
PORTEL,150580,91.93,67.97,93.14,81.0,79.05,60.31,61.44,51.48,PA,PA-PORTEL
PORTO DE MOZ,150590,80.74,72.85,77.3,111.92,115.83,64.48,76.95,77.87,PA,PA-PORTO DE MOZ
PRAINHA,150600,90.79,112.54,107.28,85.11,53.02,46.2,44.11,57.27,PA,PA-PRAINHA
PRIMAVERA,150610,100.62,78.76,81.87,125.73,70.76,76.61,72.77,67.86,PA,PA-PRIMAVERA
QUATIPURU,150611,102.78,93.64,104.62,94.61,95.27,64.5,77.78,77.33,PA,PA-QUATIPURU
REDENCAO,150613,109.21,109.27,101.33,118.75,101.32,40.96,114.84,123.77,PA,PA-REDENCAO
RIO MARIA,150616,105.8,83.77,96.75,127.37,96.34,107.33,108.9,115.22,PA,PA-RIO MARIA
RONDON DO PARA,150618,107.15,110.42,86.01,78.4,73.85,94.41,110.78,130.91,PA,PA-RONDON DO PARA
RUROPOLIS,150619,97.87,112.9,112.37,81.57,83.45,97.57,100.25,134.08,PA,PA-RUROPOLIS
SALINOPOLIS,150620,85.92,83.02,79.62,87.79,84.84,71.66,91.03,89.89,PA,PA-SALINOPOLIS
SALVATERRA,150630,109.38,104.3,104.58,82.15,121.43,103.7,73.89,60.34,PA,PA-SALVATERRA
SANTA BARBARA DO PARA,150635,20.37,7.04,124.63,105.37,88.41,40.87,38.79,65.14,PA,PA-SANTA BARBARA DO PARA
SANTA CRUZ DO ARARI,150640,127.0,138.55,115.66,53.25,77.53,66.29,39.09,52.5,PA,PA-SANTA CRUZ DO ARARI
SANTA IZABEL DO PARA,150650,36.54,28.66,38.59,71.39,51.46,46.46,67.77,94.68,PA,PA-SANTA IZABEL DO PARA
SANTA LUZIA DO PARA,150655,111.44,81.31,123.15,97.34,84.01,59.59,85.62,68.04,PA,PA-SANTA LUZIA DO PARA
SANTA MARIA DAS BARREIRAS,150658,76.19,64.44,75.56,93.71,121.68,126.57,84.65,104.85,PA,PA-SANTA MARIA DAS BARREIRAS
SANTA MARIA DO PARA,150660,32.47,42.2,45.7,71.24,85.28,76.64,63.3,66.91,PA,PA-SANTA MARIA DO PARA
SANTANA DO ARAGUAIA,150670,80.04,148.6,162.11,110.84,55.01,95.78,105.48,54.81,PA,PA-SANTANA DO ARAGUAIA
SANTAREM,150680,93.45,70.33,88.75,84.73,76.8,68.17,68.66,69.97,PA,PA-SANTAREM
SANTAREM NOVO,150690,78.89,91.96,89.29,81.9,85.98,69.16,67.37,115.58,PA,PA-SANTAREM NOVO
SANTO ANTONIO DO TAUA,150700,67.76,57.02,62.47,75.45,90.06,75.98,51.76,58.74,PA,PA-SANTO ANTONIO DO TAUA
SAO CAETANO DE ODIVELAS,150710,88.34,81.08,97.75,104.42,100.0,60.0,58.93,61.7,PA,PA-SAO CAETANO DE ODIVELAS
SAO DOMINGOS DO ARAGUAIA,150715,97.01,57.45,46.34,50.44,35.07,22.61,36.08,149.69,PA,PA-SAO DOMINGOS DO ARAGUAIA
SAO DOMINGOS DO CAPIM,150720,34.35,24.48,38.37,69.8,72.95,80.95,112.26,97.95,PA,PA-SAO DOMINGOS DO CAPIM
SAO FELIX DO XINGU,150730,81.75,107.03,120.09,101.82,93.65,81.98,85.77,104.92,PA,PA-SAO FELIX DO XINGU
SAO FRANCISCO DO PARA,150740,49.35,64.13,38.57,94.27,90.78,85.92,90.64,53.33,PA,PA-SAO FRANCISCO DO PARA
SAO GERALDO DO ARAGUAIA,150745,112.6,78.03,91.53,92.87,62.15,34.41,63.3,106.86,PA,PA-SAO GERALDO DO ARAGUAIA
SAO JOAO DA PONTA,150746,73.61,32.93,25.61,103.7,111.49,81.61,87.06,55.42,PA,PA-SAO JOAO DA PONTA
SAO JOAO DE PIRABAS,150747,96.43,70.83,67.86,74.41,78.64,66.67,65.47,90.13,PA,PA-SAO JOAO DE PIRABAS
SAO JOAO DO ARAGUAIA,150750,53.53,63.64,15.76,7.91,4.12,13.53,25.41,53.6,PA,PA-SAO JOAO DO ARAGUAIA
SAO MIGUEL DO GUAMA,150760,47.18,40.06,78.13,92.59,89.24,74.5,63.17,88.38,PA,PA-SAO MIGUEL DO GUAMA
SAO SEBASTIAO DA BOA VISTA,150770,136.47,119.77,108.47,95.83,101.92,100.19,88.78,84.72,PA,PA-SAO SEBASTIAO DA BOA VISTA
SAPUCAIA,150775,72.34,80.49,89.02,127.91,87.37,93.68,56.99,116.47,PA,PA-SAPUCAIA
SENADOR JOSE PORFIRIO,150780,86.51,61.99,92.62,84.88,79.46,64.65,65.25,90.94,PA,PA-SENADOR JOSE PORFIRIO
SOURE,150790,106.11,53.74,94.39,86.65,72.25,53.14,77.98,87.59,PA,PA-SOURE
TAILANDIA,150795,97.96,94.8,96.88,92.82,102.79,97.28,107.78,73.49,PA,PA-TAILANDIA
TERRA ALTA,150796,52.22,19.89,28.41,85.63,66.02,60.68,81.32,42.64,PA,PA-TERRA ALTA
TERRA SANTA,150797,105.54,77.71,74.84,84.98,84.1,51.94,50.16,58.36,PA,PA-TERRA SANTA
TOME-ACU,150800,84.71,99.21,96.0,89.39,87.64,80.12,86.8,83.25,PA,PA-TOME-ACU
TRACUATEUA,150803,77.99,48.41,106.89,75.79,38.34,57.95,62.21,93.73,PA,PA-TRACUATEUA
TRAIRAO,150805,98.56,116.36,120.09,112.72,145.25,131.22,101.82,160.0,PA,PA-TRAIRAO
TUCUMA,150808,128.01,135.7,114.52,115.06,78.92,113.39,105.59,108.31,PA,PA-TUCUMA
TUCURUI,150810,88.58,63.63,99.91,93.01,80.27,87.19,87.77,63.15,PA,PA-TUCURUI
ULIANOPOLIS,150812,65.82,77.34,72.77,77.48,90.72,76.1,83.33,130.96,PA,PA-ULIANOPOLIS
URUARA,150815,82.43,74.65,74.78,90.35,98.79,97.44,80.59,96.5,PA,PA-URUARA
VIGIA,150820,74.22,57.22,72.86,79.15,81.19,57.0,42.36,56.03,PA,PA-VIGIA
VISEU,150830,74.69,64.71,78.84,88.38,60.26,71.49,93.97,74.39,PA,PA-VISEU
VITORIA DO XINGU,150835,112.12,126.85,133.85,80.81,103.18,99.2,114.79,141.13,PA,PA-VITORIA DO XINGU
XINGUARA,150840,89.23,82.23,100.12,101.11,108.17,78.89,64.55,98.94,PA,PA-XINGUARA
SERRA DO NAVIO,160005,97.73,27.4,72.6,111.94,130.0,140.0,110.87,54.26,AP,AP-SERRA DO NAVIO
AMAPA,160010,94.16,82.98,54.61,136.36,139.01,96.45,69.23,74.49,AP,AP-AMAPA
PEDRA BRANCA DO AMAPARI,160015,73.94,49.08,91.94,120.63,92.65,98.16,103.86,112.73,AP,AP-PEDRA BRANCA DO AMAPARI
CALCOENE,160020,104.1,76.29,108.76,161.93,138.57,104.29,78.5,61.08,AP,AP-CALCOENE
CUTIAS,160021,112.2,76.25,105.0,141.57,75.47,91.51,91.11,69.91,AP,AP-CUTIAS
FERREIRA GOMES,160023,71.35,47.31,61.29,65.19,87.2,109.15,73.21,100.56,AP,AP-FERREIRA GOMES
ITAUBAL,160025,13.91,17.8,64.41,110.2,94.17,99.17,72.41,84.77,AP,AP-ITAUBAL
LARANJAL DO JARI,160027,115.4,109.84,115.36,122.89,116.24,99.02,94.85,111.28,AP,AP-LARANJAL DO JARI
MACAPA,160030,130.84,123.72,98.05,106.86,99.4,91.89,97.17,100.51,AP,AP-MACAPA
MAZAGAO,160040,28.57,33.57,72.58,64.63,83.33,98.22,57.81,81.59,AP,AP-MAZAGAO
OIAPOQUE,160050,76.85,99.24,80.68,83.51,86.54,76.84,54.03,44.09,AP,AP-OIAPOQUE
PORTO GRANDE,160053,57.48,29.91,64.49,97.55,93.92,64.56,64.23,73.53,AP,AP-PORTO GRANDE
PRACUUBA,160055,37.97,37.14,102.86,90.91,76.25,112.5,139.44,72.45,AP,AP-PRACUUBA
SANTANA,160060,151.24,134.3,75.91,76.85,98.45,83.27,123.72,63.01,AP,AP-SANTANA
TARTARUGALZINHO,160070,112.13,120.42,165.05,147.59,154.33,86.0,73.41,61.42,AP,AP-TARTARUGALZINHO
VITORIA DO JARI,160080,88.97,122.99,98.91,128.05,81.39,89.42,102.74,102.65,AP,AP-VITORIA DO JARI
ABREULANDIA,170025,37.84,65.85,51.22,113.89,155.56,103.7,143.75,102.7,TO,TO-ABREULANDIA
AGUIARNOPOLIS,170030,108.33,96.25,87.5,88.24,125.0,77.63,116.67,255.36,TO,TO-AGUIARNOPOLIS
ALIANCA DO TOCANTINS,170035,80.0,87.18,110.26,152.94,126.88,77.42,63.38,82.61,TO,TO-ALIANCA DO TOCANTINS
ALMAS,170040,77.52,82.81,99.22,92.92,105.47,82.03,93.16,90.57,TO,TO-ALMAS
ALVORADA,170070,125.74,72.8,116.0,147.96,176.58,111.71,87.69,70.68,TO,TO-ALVORADA
ANANAS,170100,73.49,49.08,90.8,105.77,134.15,85.98,90.59,168.28,TO,TO-ANANAS
ANGICO,170105,115.56,127.5,92.5,79.17,146.51,60.47,67.35,207.14,TO,TO-ANGICO
APARECIDA DO RIO NEGRO,170110,103.03,112.68,125.35,115.94,124.05,81.01,88.0,101.43,TO,TO-APARECIDA DO RIO NEGRO
ARAGOMINAS,170130,111.59,132.14,135.71,119.4,130.88,129.41,110.0,137.93,TO,TO-ARAGOMINAS
ARAGUACEMA,170190,101.98,145.59,161.76,102.11,119.47,76.99,100.0,107.41,TO,TO-ARAGUACEMA
ARAGUACU,170200,102.88,83.5,103.88,81.72,123.71,147.42,65.35,95.92,TO,TO-ARAGUACU
ARAGUAINA,170210,114.25,111.69,100.09,118.28,116.82,101.58,97.42,139.95,TO,TO-ARAGUAINA
ARAGUANA,170215,111.32,132.1,127.16,95.4,88.66,83.51,64.84,53.66,TO,TO-ARAGUANA
ARAGUATINS,170220,144.03,113.29,116.38,75.88,89.46,48.15,60.32,87.11,TO,TO-ARAGUATINS
ARAPOEMA,170230,115.24,109.57,139.36,122.68,91.18,87.25,90.43,141.51,TO,TO-ARAPOEMA
ARRAIAS,170240,101.6,84.52,77.98,85.26,81.07,77.51,81.76,76.81,TO,TO-ARRAIAS
AUGUSTINOPOLIS,170255,109.62,107.69,108.88,91.14,113.78,72.76,85.63,116.87,TO,TO-AUGUSTINOPOLIS
AURORA DO TOCANTINS,170270,61.76,128.12,159.38,92.68,109.52,135.71,50.0,71.43,TO,TO-AURORA DO TOCANTINS
AXIXA DO TOCANTINS,170290,90.59,98.93,84.49,130.21,136.94,42.68,58.38,50.0,TO,TO-AXIXA DO TOCANTINS
BABACULANDIA,170300,85.45,83.64,107.27,90.74,84.11,93.46,66.07,162.5,TO,TO-BABACULANDIA
BANDEIRANTES DO TOCANTINS,170305,70.49,52.17,115.22,182.35,112.5,102.08,92.0,166.07,TO,TO-BANDEIRANTES DO TOCANTINS
BARRA DO OURO,170307,113.16,118.82,125.88,48.39,89.47,77.89,118.75,127.14,TO,TO-BARRA DO OURO
BARROLANDIA,170310,95.95,110.84,98.8,113.89,142.37,105.08,80.0,162.71,TO,TO-BARROLANDIA
BERNARDO SAYAO,170320,100.0,143.33,130.0,88.06,151.67,105.0,72.58,138.81,TO,TO-BERNARDO SAYAO
BOM JESUS DO TOCANTINS,170330,114.1,102.6,170.13,103.9,76.25,38.75,52.05,125.0,TO,TO-BOM JESUS DO TOCANTINS
BRASILANDIA DO TOCANTINS,170360,157.14,103.03,84.85,115.38,154.55,154.55,129.17,102.86,TO,TO-BRASILANDIA DO TOCANTINS
BREJINHO DE NAZARE,170370,93.62,87.64,86.52,75.31,105.06,145.57,172.88,192.98,TO,TO-BREJINHO DE NAZARE
BURITI DO TOCANTINS,170380,78.23,68.67,112.67,119.7,115.75,56.16,55.7,96.62,TO,TO-BURITI DO TOCANTINS
CACHOEIRINHA,170382,79.31,55.56,53.33,144.0,82.76,51.72,86.21,130.77,TO,TO-CACHOEIRINHA
CAMPOS LINDOS,170384,113.01,72.29,90.96,154.0,149.65,137.59,168.75,200.65,TO,TO-CAMPOS LINDOS
CARIRI DO TOCANTINS,170386,100.0,145.45,184.85,124.56,184.62,142.31,127.08,178.05,TO,TO-CARIRI DO TOCANTINS
CARMOLANDIA,170388,72.34,62.75,82.35,106.25,142.22,104.44,66.67,67.44,TO,TO-CARMOLANDIA
CARRASCO BONITO,170389,68.92,106.15,163.08,129.23,78.95,97.37,35.29,45.83,TO,TO-CARRASCO BONITO
CASEARA,170390,80.82,124.62,106.15,31.65,165.22,144.93,95.6,83.33,TO,TO-CASEARA
CENTENARIO,170410,135.0,116.67,110.0,114.29,144.0,128.0,103.85,118.18,TO,TO-CENTENARIO
CHAPADA DE AREIA,170460,152.94,80.95,66.67,146.15,115.0,100.0,157.14,311.76,TO,TO-CHAPADA DE AREIA
CHAPADA DA NATIVIDADE,170510,104.0,63.41,26.83,72.97,105.41,86.49,130.23,196.77,TO,TO-CHAPADA DA NATIVIDADE
COLINAS DO TOCANTINS,170550,102.23,125.89,119.86,113.19,93.86,90.55,109.85,154.02,TO,TO-COLINAS DO TOCANTINS
COMBINADO,170555,157.53,121.43,142.86,171.11,91.55,98.59,112.73,141.67,TO,TO-COMBINADO
CONCEICAO DO TOCANTINS,170560,101.37,81.25,89.06,149.06,113.33,115.0,86.67,78.18,TO,TO-CONCEICAO DO TOCANTINS
COUTO MAGALHAES,170600,82.93,72.62,89.29,91.67,71.25,75.0,91.8,83.33,TO,TO-COUTO MAGALHAES
CRISTALANDIA,170610,106.82,102.94,93.14,112.2,147.57,121.36,127.06,142.86,TO,TO-CRISTALANDIA
CRIXAS DO TOCANTINS,170625,61.54,61.9,104.76,60.87,75.0,54.17,58.82,104.76,TO,TO-CRIXAS DO TOCANTINS
DARCINOPOLIS,170650,110.31,46.67,22.86,91.03,96.36,81.82,94.95,140.82,TO,TO-DARCINOPOLIS
DIANOPOLIS,170700,116.08,108.12,107.19,114.34,88.14,94.23,119.56,163.26,TO,TO-DIANOPOLIS
DIVINOPOLIS DO TOCANTINS,170710,249.49,152.04,133.67,95.45,119.27,155.05,169.23,183.15,TO,TO-DIVINOPOLIS DO TOCANTINS
DOIS IRMAOS DO TOCANTINS,170720,69.09,115.71,75.71,70.83,137.29,115.25,65.79,147.62,TO,TO-DOIS IRMAOS DO TOCANTINS
DUERE,170730,87.93,88.33,93.33,141.18,167.24,75.86,29.51,83.56,TO,TO-DUERE
ESPERANTINA,170740,101.36,126.81,151.45,102.84,94.74,34.21,29.7,28.28,TO,TO-ESPERANTINA
FATIMA,170755,76.6,86.21,146.55,56.25,100.0,69.57,102.17,102.17,TO,TO-FATIMA
FIGUEIROPOLIS,170765,53.52,39.24,58.23,63.38,67.11,51.32,63.24,150.91,TO,TO-FIGUEIROPOLIS
FILADELFIA,170770,123.14,96.61,117.8,134.48,151.85,99.07,102.38,209.0,TO,TO-FILADELFIA
FORMOSO DO ARAGUAIA,170820,78.68,60.87,82.27,91.89,115.49,52.86,49.5,135.63,TO,TO-FORMOSO DO ARAGUAIA
FORTALEZA DO TABOCAO,170825,152.38,74.55,92.73,155.1,226.53,130.61,68.83,93.55,TO,TO-FORTALEZA DO TABOCAO
GOIANORTE,170830,187.18,68.63,107.84,187.5,100.0,104.41,88.33,138.46,TO,TO-GOIANORTE
GOIATINS,170900,97.69,66.18,98.9,101.16,124.8,91.87,78.93,105.51,TO,TO-GOIATINS
GUARAI,170930,119.53,110.99,173.04,120.42,130.97,102.1,96.0,122.43,TO,TO-GUARAI
GURUPI,170950,147.05,105.9,119.0,104.1,101.19,69.54,65.66,76.31,TO,TO-GURUPI
IPUEIRAS,170980,131.82,178.26,95.65,80.65,125.0,100.0,95.45,95.0,TO,TO-IPUEIRAS
ITACAJA,171050,103.55,53.33,86.67,110.48,110.49,79.72,101.53,170.49,TO,TO-ITACAJA
ITAGUATINS,171070,85.71,111.39,63.29,108.7,117.14,48.57,55.0,101.49,TO,TO-ITAGUATINS
ITAPIRATINS,171090,193.1,109.3,104.65,136.54,131.25,96.88,100.0,108.77,TO,TO-ITAPIRATINS
ITAPORA DO TOCANTINS,171110,92.31,100.0,107.69,81.58,107.89,100.0,100.0,175.76,TO,TO-ITAPORA DO TOCANTINS
JAU DO TOCANTINS,171150,90.91,78.12,75.0,112.12,139.29,100.0,42.11,127.27,TO,TO-JAU DO TOCANTINS
JUARINA,171180,102.5,135.29,105.88,87.5,136.67,96.67,96.88,150.0,TO,TO-JUARINA
LAGOA DA CONFUSAO,171190,101.9,92.96,113.15,97.75,104.13,86.78,127.54,115.21,TO,TO-LAGOA DA CONFUSAO
LAGOA DO TOCANTINS,171195,101.39,117.54,100.0,114.06,104.26,102.13,94.92,126.79,TO,TO-LAGOA DO TOCANTINS
LAJEADO,171200,70.83,110.34,34.48,101.79,126.23,118.03,100.0,75.0,TO,TO-LAJEADO
LAVANDEIRA,171215,104.55,71.43,114.29,105.26,122.73,81.82,58.33,95.24,TO,TO-LAVANDEIRA
LIZARDA,171240,32.5,78.72,36.17,65.85,80.0,88.89,102.04,86.67,TO,TO-LIZARDA
LUZINOPOLIS,171245,79.55,142.5,112.5,114.0,158.82,82.35,76.6,157.14,TO,TO-LUZINOPOLIS
MARIANOPOLIS DO TOCANTINS,171250,61.7,24.0,56.0,69.64,77.27,81.82,78.57,95.45,TO,TO-MARIANOPOLIS DO TOCANTINS
MATEIROS,171270,22.22,64.29,107.14,147.37,202.63,102.63,67.35,100.0,TO,TO-MATEIROS
MAURILANDIA DO TOCANTINS,171280,78.95,105.26,136.84,160.0,130.23,20.93,48.57,105.41,TO,TO-MAURILANDIA DO TOCANTINS
MIRACEMA DO TOCANTINS,171320,100.58,100.66,111.18,138.59,127.24,121.72,118.31,106.79,TO,TO-MIRACEMA DO TOCANTINS
MIRANORTE,171330,112.5,63.22,101.72,121.13,130.49,119.51,78.45,95.16,TO,TO-MIRANORTE
MONTE DO CARMO,171360,78.38,102.38,151.19,114.94,85.07,73.13,143.9,150.0,TO,TO-MONTE DO CARMO
MONTE SANTO DO TOCANTINS,171370,25.0,75.61,114.63,150.0,97.22,133.33,180.0,128.0,TO,TO-MONTE SANTO DO TOCANTINS
PALMEIRAS DO TOCANTINS,171380,123.61,125.37,126.87,52.44,112.99,64.94,91.04,168.85,TO,TO-PALMEIRAS DO TOCANTINS
MURICILANDIA,171395,136.73,131.25,154.17,115.22,98.33,198.33,129.09,94.92,TO,TO-MURICILANDIA
NATIVIDADE,171420,87.07,135.24,100.0,158.97,109.91,208.11,105.97,132.82,TO,TO-NATIVIDADE
NAZARE,171430,118.97,110.91,121.82,104.17,120.0,82.86,148.33,190.2,TO,TO-NAZARE
NOVA OLINDA,171488,87.73,67.18,85.13,95.53,140.84,79.06,92.22,206.45,TO,TO-NOVA OLINDA
NOVA ROSALANDIA,171500,123.21,80.88,120.59,124.39,128.3,122.64,112.28,139.02,TO,TO-NOVA ROSALANDIA
NOVO ACORDO,171510,106.33,139.06,171.88,91.43,78.75,76.25,104.84,145.95,TO,TO-NOVO ACORDO
NOVO ALEGRE,171515,104.35,121.05,147.37,115.0,95.83,108.33,250.0,94.74,TO,TO-NOVO ALEGRE
NOVO JARDIM,171525,97.14,124.24,157.58,114.71,85.29,76.47,151.43,120.69,TO,TO-NOVO JARDIM
OLIVEIRA DE FATIMA,171550,21.74,90.48,185.71,130.77,93.33,66.67,85.71,235.29,TO,TO-OLIVEIRA DE FATIMA
PALMEIRANTE,171570,92.45,112.0,146.0,18.46,69.01,83.1,61.25,178.57,TO,TO-PALMEIRANTE
PALMEIROPOLIS,171575,206.15,126.03,116.44,143.04,187.5,62.5,48.54,84.93,TO,TO-PALMEIROPOLIS
PARAISO DO TOCANTINS,171610,76.26,109.19,121.55,124.71,141.5,90.4,86.97,117.31,TO,TO-PARAISO DO TOCANTINS
PARANA,171620,74.26,86.23,113.04,149.32,108.9,136.99,94.34,81.29,TO,TO-PARANA
PAU D'ARCO,171630,107.55,113.33,101.33,92.75,135.59,96.61,105.45,115.15,TO,TO-PAU D'ARCO
PEDRO AFONSO,171650,102.59,118.15,136.68,119.84,104.81,94.81,62.26,105.98,TO,TO-PEDRO AFONSO
PEIXE,171660,95.12,72.09,88.37,100.77,130.16,90.48,48.09,99.25,TO,TO-PEIXE
PEQUIZEIRO,171665,92.16,63.64,59.74,114.71,152.63,101.75,83.82,111.67,TO,TO-PEQUIZEIRO
COLMEIA,171670,86.03,84.09,100.76,151.96,155.77,122.12,110.89,176.92,TO,TO-COLMEIA
PINDORAMA DO TOCANTINS,171700,146.81,78.69,100.0,165.12,120.69,87.93,81.13,224.49,TO,TO-PINDORAMA DO TOCANTINS
PIRAQUE,171720,90.48,77.14,162.86,90.62,136.17,51.06,94.44,146.67,TO,TO-PIRAQUE
PIUM,171750,128.75,122.22,142.42,129.67,102.08,69.79,97.92,141.86,TO,TO-PIUM
PONTE ALTA DO BOM JESUS,171780,96.49,101.89,88.68,24.14,83.02,92.45,65.79,143.14,TO,TO-PONTE ALTA DO BOM JESUS
PONTE ALTA DO TOCANTINS,171790,110.08,101.64,40.98,75.4,76.92,76.92,94.0,102.06,TO,TO-PONTE ALTA DO TOCANTINS
PORTO ALEGRE DO TOCANTINS,171800,90.91,112.24,79.59,96.3,117.95,138.46,119.44,202.27,TO,TO-PORTO ALEGRE DO TOCANTINS
PORTO NACIONAL,171820,145.1,105.03,109.97,100.36,105.11,93.32,94.86,92.41,TO,TO-PORTO NACIONAL
PRAIA NORTE,171830,84.07,100.0,68.33,60.32,76.42,18.87,34.41,85.19,TO,TO-PRAIA NORTE
PRESIDENTE KENNEDY,171840,82.61,103.85,105.77,141.18,165.85,119.51,107.69,180.0,TO,TO-PRESIDENTE KENNEDY
PUGMIL,171845,109.68,161.76,94.12,87.5,131.25,87.5,165.62,167.86,TO,TO-PUGMIL
RECURSOLANDIA,171850,81.08,98.21,121.43,90.57,153.7,88.89,90.38,151.35,TO,TO-RECURSOLANDIA
RIACHINHO,171855,117.74,60.61,81.82,101.49,140.0,158.33,127.78,192.59,TO,TO-RIACHINHO
RIO DA CONCEICAO,171865,42.86,107.5,200.0,110.53,131.58,68.42,106.06,167.86,TO,TO-RIO DA CONCEICAO
RIO DOS BOIS,171870,64.52,79.55,50.0,108.33,109.52,78.57,71.43,134.21,TO,TO-RIO DOS BOIS
RIO SONO,171875,101.52,131.37,135.29,111.67,97.1,134.78,110.0,192.19,TO,TO-RIO SONO
SAMPAIO,171880,129.58,100.0,93.26,119.05,88.46,62.82,74.24,102.47,TO,TO-SAMPAIO
SANDOLANDIA,171884,92.31,3.77,86.79,109.3,210.26,133.33,80.43,146.81,TO,TO-SANDOLANDIA
SANTA FE DO ARAGUAIA,171886,91.3,105.26,87.72,104.35,153.47,125.74,94.26,168.5,TO,TO-SANTA FE DO ARAGUAIA
SANTA MARIA DO TOCANTINS,171888,142.86,182.76,189.66,138.46,153.66,53.66,73.81,131.58,TO,TO-SANTA MARIA DO TOCANTINS
SANTA RITA DO TOCANTINS,171889,159.09,111.54,153.85,137.5,179.31,113.79,92.31,139.47,TO,TO-SANTA RITA DO TOCANTINS
SANTA ROSA DO TOCANTINS,171890,155.38,134.25,127.4,109.64,132.5,98.75,113.51,160.49,TO,TO-SANTA ROSA DO TOCANTINS
SANTA TEREZA DO TOCANTINS,171900,107.94,87.5,110.94,85.71,78.12,78.12,74.55,155.56,TO,TO-SANTA TEREZA DO TOCANTINS
SANTA TEREZINHA DO TOCANTINS,172000,124.24,176.0,184.0,88.57,136.36,84.85,100.0,177.27,TO,TO-SANTA TEREZINHA DO TOCANTINS
SAO BENTO DO TOCANTINS,172010,103.33,50.6,98.8,143.24,119.74,55.26,77.65,198.53,TO,TO-SAO BENTO DO TOCANTINS
SAO FELIX DO TOCANTINS,172015,57.69,39.13,130.43,159.09,140.0,100.0,68.97,204.17,TO,TO-SAO FELIX DO TOCANTINS
SAO MIGUEL DO TOCANTINS,172020,108.15,96.27,113.43,161.08,111.05,79.65,90.0,155.56,TO,TO-SAO MIGUEL DO TOCANTINS
SAO SALVADOR DO TOCANTINS,172025,64.29,61.11,94.44,94.87,196.67,106.67,52.94,150.0,TO,TO-SAO SALVADOR DO TOCANTINS
SAO SEBASTIAO DO TOCANTINS,172030,72.29,143.33,98.33,98.72,100.0,54.84,120.0,91.57,TO,TO-SAO SEBASTIAO DO TOCANTINS
SAO VALERIO,172049,95.59,105.17,110.34,148.89,135.71,60.71,43.86,220.45,TO,TO-SAO VALERIO
SILVANOPOLIS,172065,132.91,58.51,70.21,56.16,112.05,91.57,73.91,98.77,TO,TO-SILVANOPOLIS
SITIO NOVO DO TOCANTINS,172080,114.48,126.67,107.27,168.71,164.44,80.0,70.45,91.39,TO,TO-SITIO NOVO DO TOCANTINS
SUCUPIRA,172085,95.0,205.88,141.18,57.58,104.76,61.9,53.85,62.96,TO,TO-SUCUPIRA
TAGUATINGA,172090,74.29,85.0,59.0,84.39,86.7,56.65,137.69,193.97,TO,TO-TAGUATINGA
TAIPAS DO TOCANTINS,172093,86.84,93.75,81.25,65.38,268.75,181.25,97.06,163.33,TO,TO-TAIPAS DO TOCANTINS
TALISMA,172097,142.86,108.33,183.33,116.13,116.67,85.71,175.0,226.09,TO,TO-TALISMA
PALMAS,172100,105.3,93.97,91.91,80.7,102.92,97.25,93.37,108.71,TO,TO-PALMAS
TOCANTINIA,172110,37.02,126.4,108.99,148.19,124.87,124.35,86.77,79.58,TO,TO-TOCANTINIA
TOCANTINOPOLIS,172120,104.8,85.89,128.0,112.5,101.21,78.59,103.51,154.42,TO,TO-TOCANTINOPOLIS
