Estado_Municipio,Região,UF,Município,Ano de eleição (2018),Nome candidato (2018),Votos válidos (2018),Votos nominais (2018),Ano de eleição (2022),Nome candidato (2022),Votos válidos (2022),Votos nominais (2022),Código SUS,Cobertura Vacinal 2015,Cobertura Vacinal 2016,Cobertura Vacinal 2017,Cobertura Vacinal 2018,Cobertura Vacinal 2019,Cobertura Vacinal 2020,Cobertura Vacinal 2021,Cobertura Vacinal 2022
MG-CHALE,SUDESTE,MG,CHALE,2018,FERNANDO HADDAD,3342,1793,2022,LUIZ INÁCIO LULA DA SILVA,4033,2133,311600,106.06,88.89,49.38,96.88,107.59,15.19,19.57,125.81
MG-CHAPADA DO NORTE,SUDESTE,MG,CHAPADA DO NORTE,2018,FERNANDO HADDAD,4662,3895,2022,LUIZ INÁCIO LULA DA SILVA,5340,4354,311610,142.64,96.38,79.71,106.86,132.71,68.22,65.45,97.73
MG-CHAPADA GAUCHA,SUDESTE,MG,CHAPADA GAUCHA,2018,FERNANDO HADDAD,5230,3729,2022,LUIZ INÁCIO LULA DA SILVA,6259,4070,311615,89.78,80.3,87.88,116.18,111.24,124.16,93.66,97.44
MG-CHIADOR,SUDESTE,MG,CHIADOR,2018,JAIR MESSIAS BOLSONARO,1933,1082,2022,LUIZ INÁCIO LULA DA SILVA,2303,1179,311620,52.63,43.33,46.67,55.56,83.33,54.17,43.59,137.93
MG-CIPOTANEA,SUDESTE,MG,CIPOTANEA,2018,FERNANDO HADDAD,2988,1725,2022,LUIZ INÁCIO LULA DA SILVA,3649,2362,311630,105.88,84.21,100.0,94.44,121.57,68.63,56.6,81.82
MG-CLARAVAL,SUDESTE,MG,CLARAVAL,2018,JAIR MESSIAS BOLSONARO,3352,2487,2022,JAIR MESSIAS BOLSONARO,3604,2286,311640,366.67,271.43,228.57,325.0,272.73,163.64,134.78,350.0
MG-CLARO DOS POCOES,SUDESTE,MG,CLARO DOS POCOES,2018,FERNANDO HADDAD,4577,2453,2022,LUIZ INÁCIO LULA DA SILVA,5597,3174,311650,27.78,0.0,1.22,45.57,31.17,23.38,32.76,40.26
MG-CLAUDIO,SUDESTE,MG,CLAUDIO,2018,JAIR MESSIAS BOLSONARO,13912,10366,2022,JAIR MESSIAS BOLSONARO,16746,9597,311660,94.57,61.42,97.92,96.95,98.37,67.03,23.62,81.71
MG-COIMBRA,SUDESTE,MG,COIMBRA,2018,FERNANDO HADDAD,4281,2310,2022,LUIZ INÁCIO LULA DA SILVA,4894,2999,311670,62.82,96.25,108.75,98.68,68.0,52.0,14.86,20.9
MG-COLUNA,SUDESTE,MG,COLUNA,2018,FERNANDO HADDAD,3794,2463,2022,LUIZ INÁCIO LULA DA SILVA,4421,2890,311680,75.23,81.25,101.79,75.42,68.18,70.0,100.0,54.9
MG-COMENDADOR GOMES,SUDESTE,MG,COMENDADOR GOMES,2018,JAIR MESSIAS BOLSONARO,1751,1060,2022,JAIR MESSIAS BOLSONARO,2044,1068,311690,119.05,123.08,73.08,79.17,151.85,70.37,52.5,134.78
MG-COMERCINHO,SUDESTE,MG,COMERCINHO,2018,FERNANDO HADDAD,3853,2951,2022,LUIZ INÁCIO LULA DA SILVA,4409,3386,311700,102.41,91.25,81.25,96.83,106.67,85.0,54.9,148.15
MG-CONCEICAO DA APARECIDA,SUDESTE,MG,CONCEICAO DA APARECIDA,2018,JAIR MESSIAS BOLSONARO,5539,3161,2022,LUIZ INÁCIO LULA DA SILVA,6166,2894,311710,93.07,96.75,95.12,108.7,116.67,120.18,46.34,61.29
MG-CONCEICAO DA BARRA DE MINAS,SUDESTE,MG,CONCEICAO DA BARRA DE MINAS,2018,JAIR MESSIAS BOLSONARO,2347,1249,2022,LUIZ INÁCIO LULA DA SILVA,2890,1636,311520,117.86,100.0,90.32,159.09,110.34,103.45,87.88,60.71
MG-CONCEICAO DAS ALAGOAS,SUDESTE,MG,CONCEICAO DAS ALAGOAS,2018,JAIR MESSIAS BOLSONARO,13172,6766,2022,LUIZ INÁCIO LULA DA SILVA,14603,8176,311730,104.72,85.78,83.13,86.85,82.4,113.13,89.44,122.12
MG-CONCEICAO DAS PEDRAS,SUDESTE,MG,CONCEICAO DAS PEDRAS,2018,JAIR MESSIAS BOLSONARO,1763,997,2022,LUIZ INÁCIO LULA DA SILVA,2017,933,311720,64.86,103.12,87.5,121.43,177.42,125.81,100.0,150.0
MG-CONCEICAO DE IPANEMA,SUDESTE,MG,CONCEICAO DE IPANEMA,2018,FERNANDO HADDAD,2626,1653,2022,LUIZ INÁCIO LULA DA SILVA,3178,1830,311740,78.0,81.82,83.64,226.67,118.18,112.12,140.62,130.36
MG-CONCEICAO DO MATO DENTRO,SUDESTE,MG,CONCEICAO DO MATO DENTRO,2018,FERNANDO HADDAD,9511,6322,2022,LUIZ INÁCIO LULA DA SILVA,12405,8367,311750,64.58,60.55,109.38,63.89,75.17,87.58,79.36,63.21
MG-CONCEICAO DO PARA,SUDESTE,MG,CONCEICAO DO PARA,2018,JAIR MESSIAS BOLSONARO,3366,2491,2022,JAIR MESSIAS BOLSONARO,3868,2249,311760,60.66,32.73,34.55,43.9,29.09,21.82,44.83,90.0
MG-CONCEICAO DO RIO VERDE,SUDESTE,MG,CONCEICAO DO RIO VERDE,2018,JAIR MESSIAS BOLSONARO,6595,3518,2022,LUIZ INÁCIO LULA DA SILVA,7514,4281,311770,108.61,94.27,109.55,117.12,94.44,104.94,93.71,95.03
MG-CONCEICAO DOS OUROS,SUDESTE,MG,CONCEICAO DOS OUROS,2018,JAIR MESSIAS BOLSONARO,6185,4635,2022,JAIR MESSIAS BOLSONARO,6928,3801,311780,108.26,125.69,108.26,92.03,91.06,93.5,66.12,24.14
MG-CONEGO MARINHO,SUDESTE,MG,CONEGO MARINHO,2018,FERNANDO HADDAD,3718,3152,2022,LUIZ INÁCIO LULA DA SILVA,4218,3391,311783,9.33,2.74,15.07,10.67,5.62,24.72,83.08,69.57
MG-CONFINS,SUDESTE,MG,CONFINS,2018,JAIR MESSIAS BOLSONARO,4410,2985,2022,JAIR MESSIAS BOLSONARO,5348,2649,311787,117.44,97.53,112.35,114.46,86.17,95.74,94.51,72.16
MG-CONGONHAL,SUDESTE,MG,CONGONHAL,2018,JAIR MESSIAS BOLSONARO,6321,4653,2022,JAIR MESSIAS BOLSONARO,7318,4080,311790,151.96,131.58,107.37,60.0,83.04,93.75,61.26,118.8
MG-CONGONHAS,SUDESTE,MG,CONGONHAS,2018,JAIR MESSIAS BOLSONARO,28119,16554,2022,LUIZ INÁCIO LULA DA SILVA,32939,16486,311800,109.42,148.51,117.07,118.95,97.01,111.82,108.54,93.75
MG-CONGONHAS DO NORTE,SUDESTE,MG,CONGONHAS DO NORTE,2018,FERNANDO HADDAD,2177,1554,2022,LUIZ INÁCIO LULA DA SILVA,2647,1952,311810,149.06,50.75,125.37,59.62,46.27,26.87,41.86,127.08
MG-CONQUISTA,SUDESTE,MG,CONQUISTA,2018,JAIR MESSIAS BOLSONARO,3681,2212,2022,LUIZ INÁCIO LULA DA SILVA,4208,2070,311820,86.3,67.9,70.37,79.22,103.51,96.49,49.25,36.59
MG-CONSELHEIRO LAFAIETE,SUDESTE,MG,CONSELHEIRO LAFAIETE,2018,JAIR MESSIAS BOLSONARO,65200,35020,2022,LUIZ INÁCIO LULA DA SILVA,76236,40769,311830,107.48,88.81,93.48,102.44,95.93,109.12,76.59,93.7
MG-CONSELHEIRO PENA,SUDESTE,MG,CONSELHEIRO PENA,2018,JAIR MESSIAS BOLSONARO,10531,6420,2022,JAIR MESSIAS BOLSONARO,11302,5868,311840,132.31,92.03,98.41,67.83,55.43,70.29,82.23,96.69
MG-CONSOLACAO,SUDESTE,MG,CONSOLACAO,2018,JAIR MESSIAS BOLSONARO,1169,796,2022,JAIR MESSIAS BOLSONARO,1359,625,311850,80.95,0.0,113.04,131.82,62.96,33.33,100.0,108.33
MG-CONTAGEM,SUDESTE,MG,CONTAGEM,2018,JAIR MESSIAS BOLSONARO,307802,202384,2022,JAIR MESSIAS BOLSONARO,359441,171682,311860,101.81,83.03,83.6,102.73,84.55,85.62,77.41,95.56
MG-COQUEIRAL,SUDESTE,MG,COQUEIRAL,2018,JAIR MESSIAS BOLSONARO,5018,2931,2022,JAIR MESSIAS BOLSONARO,5684,2664,311870,44.44,26.44,105.75,107.61,97.0,99.0,103.92,90.2
MG-CORACAO DE JESUS,SUDESTE,MG,CORACAO DE JESUS,2018,FERNANDO HADDAD,12624,9403,2022,LUIZ INÁCIO LULA DA SILVA,14926,10933,311880,95.24,48.95,65.03,105.73,93.1,77.01,84.56,88.31
MG-CORDISBURGO,SUDESTE,MG,CORDISBURGO,2018,JAIR MESSIAS BOLSONARO,4501,2253,2022,LUIZ INÁCIO LULA DA SILVA,5389,2914,311890,87.5,109.38,81.25,116.95,135.29,27.45,55.84,70.18
MG-CORDISLANDIA,SUDESTE,MG,CORDISLANDIA,2018,JAIR MESSIAS BOLSONARO,1777,895,2022,LUIZ INÁCIO LULA DA SILVA,2053,1110,311900,12.9,65.31,69.39,126.67,89.74,66.67,111.76,80.0
MG-CORINTO,SUDESTE,MG,CORINTO,2018,FERNANDO HADDAD,11578,6044,2022,LUIZ INÁCIO LULA DA SILVA,13474,7866,311910,111.07,86.69,98.22,119.73,96.07,63.93,55.09,43.0
MG-COROACI,SUDESTE,MG,COROACI,2018,JAIR MESSIAS BOLSONARO,4998,2580,2022,LUIZ INÁCIO LULA DA SILVA,5359,3145,311920,74.32,22.62,30.95,19.28,50.82,88.52,102.78,77.5
MG-COROMANDEL,SUDESTE,MG,COROMANDEL,2018,JAIR MESSIAS BOLSONARO,15484,10220,2022,JAIR MESSIAS BOLSONARO,17677,9176,311930,104.88,94.08,90.65,98.12,91.98,93.52,53.2,105.71
MG-CORONEL FABRICIANO,SUDESTE,MG,CORONEL FABRICIANO,2018,JAIR MESSIAS BOLSONARO,53648,35471,2022,JAIR MESSIAS BOLSONARO,59567,31812,311940,153.98,104.35,102.81,92.72,93.37,63.9,55.17,92.24
MG-CORONEL MURTA,SUDESTE,MG,CORONEL MURTA,2018,FERNANDO HADDAD,4380,3276,2022,LUIZ INÁCIO LULA DA SILVA,5046,3786,311950,118.48,82.3,99.12,104.9,75.73,56.31,98.04,164.13
MG-CORONEL PACHECO,SUDESTE,MG,CORONEL PACHECO,2018,JAIR MESSIAS BOLSONARO,1915,963,2022,LUIZ INÁCIO LULA DA SILVA,2230,1247,311960,60.0,37.04,77.78,84.0,40.0,56.67,76.19,41.67
MG-CORONEL XAVIER CHAVES,SUDESTE,MG,CORONEL XAVIER CHAVES,2018,FERNANDO HADDAD,1948,1056,2022,LUIZ INÁCIO LULA DA SILVA,2266,1396,311970,0.0,0.0,91.18,62.16,59.26,77.78,116.0,78.57
MG-CORREGO DANTA,SUDESTE,MG,CORREGO DANTA,2018,JAIR MESSIAS BOLSONARO,1877,1114,2022,JAIR MESSIAS BOLSONARO,2193,1050,311980,65.22,90.91,81.82,130.43,100.0,50.0,70.37,177.78
MG-CORREGO DO BOM JESUS,SUDESTE,MG,CORREGO DO BOM JESUS,2018,JAIR MESSIAS BOLSONARO,2697,1902,2022,JAIR MESSIAS BOLSONARO,3086,1484,311990,120.0,120.69,127.59,103.7,67.57,113.51,96.15,105.26
MG-CORREGO FUNDO,SUDESTE,MG,CORREGO FUNDO,2018,JAIR MESSIAS BOLSONARO,3238,1927,2022,JAIR MESSIAS BOLSONARO,4013,1897,311995,95.38,109.26,122.22,96.49,125.81,27.42,35.71,85.48
MG-CORREGO NOVO,SUDESTE,MG,CORREGO NOVO,2018,FERNANDO HADDAD,2018,1313,2022,LUIZ INÁCIO LULA DA SILVA,2573,1657,312000,93.18,119.35,109.68,92.86,102.63,68.42,75.61,70.37
MG-COUTO DE MAGALHAES DE MINAS,SUDESTE,MG,COUTO DE MAGALHAES DE MINAS,2018,FERNANDO HADDAD,2180,1613,2022,LUIZ INÁCIO LULA DA SILVA,2573,1938,312010,1.82,2.0,72.0,6.0,43.64,12.73,3.57,47.17
MG-CRISOLITA,SUDESTE,MG,CRISOLITA,2018,FERNANDO HADDAD,2838,2182,2022,LUIZ INÁCIO LULA DA SILVA,3180,2330,312015,53.85,56.7,131.96,165.79,114.29,15.48,56.12,169.33
MG-CRISTAIS,SUDESTE,MG,CRISTAIS,2018,JAIR MESSIAS BOLSONARO,5447,3284,2022,LUIZ INÁCIO LULA DA SILVA,6251,3007,312020,83.48,104.58,127.48,135.16,97.58,54.84,65.44,81.82
MG-CRISTALIA,SUDESTE,MG,CRISTALIA,2018,FERNANDO HADDAD,2855,2217,2022,LUIZ INÁCIO LULA DA SILVA,3408,2467,312030,50.0,51.25,57.5,111.54,29.85,22.39,30.26,107.58
MG-CRISTIANO OTONI,SUDESTE,MG,CRISTIANO OTONI,2018,JAIR MESSIAS BOLSONARO,2870,1638,2022,LUIZ INÁCIO LULA DA SILVA,3357,1595,312040,27.69,100.0,114.06,111.54,124.56,52.63,15.71,91.67
MG-CRISTINA,SUDESTE,MG,CRISTINA,2018,JAIR MESSIAS BOLSONARO,5305,3643,2022,JAIR MESSIAS BOLSONARO,5953,3102,312050,34.31,61.76,60.78,48.82,91.92,102.02,112.77,104.85
MG-CRUCILANDIA,SUDESTE,MG,CRUCILANDIA,2018,JAIR MESSIAS BOLSONARO,3223,1983,2022,LUIZ INÁCIO LULA DA SILVA,3915,1806,312060,120.51,88.1,85.71,63.27,47.73,45.45,28.3,8.89
MG-CRUZEIRO DA FORTALEZA,SUDESTE,MG,CRUZEIRO DA FORTALEZA,2018,JAIR MESSIAS BOLSONARO,2748,1759,2022,JAIR MESSIAS BOLSONARO,3088,1580,312070,128.0,93.75,87.5,96.67,129.82,105.26,67.74,84.91
MG-CRUZILIA,SUDESTE,MG,CRUZILIA,2018,JAIR MESSIAS BOLSONARO,8246,4583,2022,LUIZ INÁCIO LULA DA SILVA,9521,5206,312080,101.04,97.93,124.87,122.75,92.17,74.78,69.8,104.19
MG-CUPARAQUE,SUDESTE,MG,CUPARAQUE,2018,JAIR MESSIAS BOLSONARO,2579,1853,2022,JAIR MESSIAS BOLSONARO,2779,1564,312083,80.0,74.36,60.26,88.14,126.67,45.0,103.51,123.64
MG-CURRAL DE DENTRO,SUDESTE,MG,CURRAL DE DENTRO,2018,FERNANDO HADDAD,3570,2113,2022,LUIZ INÁCIO LULA DA SILVA,4394,2580,312087,101.82,96.55,74.14,119.44,128.05,57.32,40.65,60.0
MG-CURVELO,SUDESTE,MG,CURVELO,2018,JAIR MESSIAS BOLSONARO,37971,20575,2022,LUIZ INÁCIO LULA DA SILVA,43599,22169,312090,99.59,82.39,90.08,109.53,97.27,100.74,102.11,116.88
MG-DATAS,SUDESTE,MG,DATAS,2018,FERNANDO HADDAD,2829,2090,2022,LUIZ INÁCIO LULA DA SILVA,3489,2603,312100,150.67,44.16,107.79,46.59,29.67,41.76,2.56,101.22
MG-DELFIM MOREIRA,SUDESTE,MG,DELFIM MOREIRA,2018,JAIR MESSIAS BOLSONARO,4677,3167,2022,JAIR MESSIAS BOLSONARO,5031,2483,312110,114.29,90.7,98.84,127.03,125.64,87.18,122.03,139.24
MG-DELFINOPOLIS,SUDESTE,MG,DELFINOPOLIS,2018,JAIR MESSIAS BOLSONARO,3812,2406,2022,JAIR MESSIAS BOLSONARO,4383,2152,312120,120.29,78.21,80.77,121.67,120.59,158.82,89.02,97.98
MG-DELTA,SUDESTE,MG,DELTA,2018,FERNANDO HADDAD,3959,2066,2022,LUIZ INÁCIO LULA DA SILVA,5096,3125,312125,79.07,74.05,80.15,123.89,105.56,119.05,108.55,84.13
MG-DESCOBERTO,SUDESTE,MG,DESCOBERTO,2018,FERNANDO HADDAD,3094,1586,2022,LUIZ INÁCIO LULA DA SILVA,3411,1943,312130,7.32,0.0,66.67,147.5,111.76,84.31,44.44,96.08
MG-DESTERRO DE ENTRE RIOS,SUDESTE,MG,DESTERRO DE ENTRE RIOS,2018,JAIR MESSIAS BOLSONARO,3751,2394,2022,JAIR MESSIAS BOLSONARO,4522,2336,312140,98.59,86.15,95.38,78.57,117.74,120.97,82.28,80.56
MG-DESTERRO DO MELO,SUDESTE,MG,DESTERRO DO MELO,2018,JAIR MESSIAS BOLSONARO,2254,1142,2022,LUIZ INÁCIO LULA DA SILVA,2831,1496,312150,207.69,182.76,100.0,96.43,61.29,141.94,59.26,150.0
MG-DIAMANTINA,SUDESTE,MG,DIAMANTINA,2018,FERNANDO HADDAD,22571,13966,2022,LUIZ INÁCIO LULA DA SILVA,27084,17923,312160,88.15,152.01,110.49,33.77,33.89,11.3,0.15,59.91
MG-DIOGO DE VASCONCELOS,SUDESTE,MG,DIOGO DE VASCONCELOS,2018,FERNANDO HADDAD,2436,1788,2022,LUIZ INÁCIO LULA DA SILVA,2793,2089,312170,95.0,113.16,150.0,111.9,97.73,109.09,85.0,110.87
MG-DIONISIO,SUDESTE,MG,DIONISIO,2018,FERNANDO HADDAD,3842,2087,2022,LUIZ INÁCIO LULA DA SILVA,4614,2686,312180,127.27,103.28,96.72,140.38,138.33,81.67,75.44,80.39
MG-DIVINESIA,SUDESTE,MG,DIVINESIA,2018,FERNANDO HADDAD,2737,1724,2022,LUIZ INÁCIO LULA DA SILVA,3526,2381,312190,97.87,101.96,70.59,131.82,112.12,69.7,139.13,129.27
MG-DIVINO,SUDESTE,MG,DIVINO,2018,FERNANDO HADDAD,9720,5695,2022,LUIZ INÁCIO LULA DA SILVA,11290,6492,312200,98.9,92.91,97.39,114.39,106.45,60.22,63.78,89.62
MG-DIVINO DAS LARANJEIRAS,SUDESTE,MG,DIVINO DAS LARANJEIRAS,2018,JAIR MESSIAS BOLSONARO,2739,1562,2022,LUIZ INÁCIO LULA DA SILVA,3034,1475,312210,44.64,73.08,48.08,62.9,73.08,46.15,62.9,82.5
MG-DIVINOLANDIA DE MINAS,SUDESTE,MG,DIVINOLANDIA DE MINAS,2018,FERNANDO HADDAD,3383,1761,2022,LUIZ INÁCIO LULA DA SILVA,3903,2310,312220,72.16,81.73,61.54,83.87,65.79,103.95,77.38,66.67
MG-DIVINOPOLIS,SUDESTE,MG,DIVINOPOLIS,2018,JAIR MESSIAS BOLSONARO,118155,77001,2022,JAIR MESSIAS BOLSONARO,133678,65668,312230,115.45,87.37,94.74,110.07,96.56,96.75,89.98,88.17
MG-DIVISA ALEGRE,SUDESTE,MG,DIVISA ALEGRE,2018,FERNANDO HADDAD,2864,1586,2022,LUIZ INÁCIO LULA DA SILVA,3625,2248,312235,131.33,141.38,102.3,85.26,93.41,64.84,52.88,123.68
MG-DIVISA NOVA,SUDESTE,MG,DIVISA NOVA,2018,JAIR MESSIAS BOLSONARO,3369,1760,2022,LUIZ INÁCIO LULA DA SILVA,3740,1901,312240,111.84,124.32,124.32,98.82,105.06,97.47,96.59,97.22
MG-DIVISOPOLIS,SUDESTE,MG,DIVISOPOLIS,2018,FERNANDO HADDAD,4128,2856,2022,LUIZ INÁCIO LULA DA SILVA,4773,3141,312245,89.74,93.15,130.14,115.85,90.28,51.39,59.78,96.7
MG-DOM BOSCO,SUDESTE,MG,DOM BOSCO,2018,JAIR MESSIAS BOLSONARO,2143,1131,2022,JAIR MESSIAS BOLSONARO,2642,1307,312247,77.78,94.12,117.65,111.76,120.59,94.12,95.0,108.82
MG-DOM CAVATI,SUDESTE,MG,DOM CAVATI,2018,JAIR MESSIAS BOLSONARO,3024,1932,2022,JAIR MESSIAS BOLSONARO,3172,1555,312250,112.7,75.41,95.08,88.46,85.71,109.52,73.08,104.76
MG-DOM JOAQUIM,SUDESTE,MG,DOM JOAQUIM,2018,FERNANDO HADDAD,2313,1448,2022,LUIZ INÁCIO LULA DA SILVA,2822,1807,312260,47.46,31.51,63.01,104.65,65.0,21.67,71.67,125.49
MG-DOM SILVERIO,SUDESTE,MG,DOM SILVERIO,2018,FERNANDO HADDAD,2876,1756,2022,LUIZ INÁCIO LULA DA SILVA,3264,2124,312270,117.5,102.78,130.56,74.42,85.37,190.24,191.18,129.17
MG-DOM VICOSO,SUDESTE,MG,DOM VICOSO,2018,JAIR MESSIAS BOLSONARO,1995,1302,2022,JAIR MESSIAS BOLSONARO,2325,1099,312280,82.76,95.45,72.73,121.74,205.56,94.44,45.16,143.33
MG-DONA EUSEBIA,SUDESTE,MG,DONA EUSEBIA,2018,FERNANDO HADDAD,3938,2038,2022,LUIZ INÁCIO LULA DA SILVA,4520,2457,312290,51.19,42.37,83.05,61.43,100.0,73.42,63.75,148.0
MG-DORES DE CAMPOS,SUDESTE,MG,DORES DE CAMPOS,2018,JAIR MESSIAS BOLSONARO,5346,3350,2022,LUIZ INÁCIO LULA DA SILVA,6247,2952,312300,109.64,132.94,96.47,84.16,87.63,91.75,68.0,68.42
MG-DORES DE GUANHAES,SUDESTE,MG,DORES DE GUANHAES,2018,FERNANDO HADDAD,2949,1890,2022,LUIZ INÁCIO LULA DA SILVA,3453,2174,312310,164.62,101.54,93.85,130.95,216.33,112.24,104.84,131.37
MG-DORES DO INDAIA,SUDESTE,MG,DORES DO INDAIA,2018,JAIR MESSIAS BOLSONARO,7080,4926,2022,JAIR MESSIAS BOLSONARO,7739,4145,312320,110.19,121.37,98.47,90.21,84.03,118.49,107.45,88.39
MG-DORES DO TURVO,SUDESTE,MG,DORES DO TURVO,2018,FERNANDO HADDAD,3181,1854,2022,LUIZ INÁCIO LULA DA SILVA,3793,2333,312330,151.72,146.67,111.11,90.74,97.87,78.72,75.51,74.07
MG-DORESOPOLIS,SUDESTE,MG,DORESOPOLIS,2018,JAIR MESSIAS BOLSONARO,1064,582,2022,JAIR MESSIAS BOLSONARO,1496,726,312340,16.67,21.43,78.57,57.14,100.0,11.11,0.0,64.71
MG-DOURADOQUARA,SUDESTE,MG,DOURADOQUARA,2018,FERNANDO HADDAD,1286,681,2022,LUIZ INÁCIO LULA DA SILVA,1588,885,312350,26.32,25.0,112.5,106.67,166.67,155.56,63.16,78.95
MG-DURANDE,SUDESTE,MG,DURANDE,2018,FERNANDO HADDAD,4246,2517,2022,LUIZ INÁCIO LULA DA SILVA,4810,2740,312352,25.74,26.45,41.32,97.25,109.62,36.54,34.38,180.0
MG-ELOI MENDES,SUDESTE,MG,ELOI MENDES,2018,JAIR MESSIAS BOLSONARO,14083,10394,2022,JAIR MESSIAS BOLSONARO,15245,8197,312360,107.55,121.91,123.67,128.43,112.61,79.77,119.2,117.18
MG-ENGENHEIRO CALDAS,SUDESTE,MG,ENGENHEIRO CALDAS,2018,JAIR MESSIAS BOLSONARO,4812,2747,2022,LUIZ INÁCIO LULA DA SILVA,5149,2664,312370,31.85,36.24,17.45,17.56,51.67,90.0,106.78,133.09
MG-ENGENHEIRO NAVARRO,SUDESTE,MG,ENGENHEIRO NAVARRO,2018,FERNANDO HADDAD,3752,2719,2022,LUIZ INÁCIO LULA DA SILVA,4323,3105,312380,50.65,3.85,25.64,16.67,15.0,16.25,34.33,56.0
MG-ENTRE FOLHAS,SUDESTE,MG,ENTRE FOLHAS,2018,JAIR MESSIAS BOLSONARO,3527,1870,2022,LUIZ INÁCIO LULA DA SILVA,4227,2181,312385,156.45,80.28,129.58,116.9,121.05,113.16,139.44,149.28
MG-ENTRE RIOS DE MINAS,SUDESTE,MG,ENTRE RIOS DE MINAS,2018,FERNANDO HADDAD,8125,4108,2022,LUIZ INÁCIO LULA DA SILVA,9477,5116,312390,121.23,106.17,97.53,100.0,59.41,48.82,58.0,63.86
MG-ERVALIA,SUDESTE,MG,ERVALIA,2018,FERNANDO HADDAD,10447,6593,2022,LUIZ INÁCIO LULA DA SILVA,11778,7731,312400,92.2,22.22,115.46,125.12,113.96,87.39,41.53,108.68
MG-ESMERALDAS,SUDESTE,MG,ESMERALDAS,2018,JAIR MESSIAS BOLSONARO,31426,17287,2022,LUIZ INÁCIO LULA DA SILVA,38825,20127,312410,73.51,58.35,76.88,72.49,68.98,75.25,61.95,59.62
MG-ESPERA FELIZ,SUDESTE,MG,ESPERA FELIZ,2018,FERNANDO HADDAD,11402,5949,2022,LUIZ INÁCIO LULA DA SILVA,13198,6857,312420,100.9,90.5,89.32,95.44,97.81,92.5,83.15,122.57
MG-ESPINOSA,SUDESTE,MG,ESPINOSA,2018,FERNANDO HADDAD,15317,9863,2022,LUIZ INÁCIO LULA DA SILVA,17425,11336,312430,86.9,58.23,66.83,112.17,104.3,91.13,91.61,120.06
MG-ESPIRITO SANTO DO DOURADO,SUDESTE,MG,ESPIRITO SANTO DO DOURADO,2018,JAIR MESSIAS BOLSONARO,3185,2044,2022,LUIZ INÁCIO LULA DA SILVA,3924,1908,312440,84.48,103.08,98.46,150.65,144.59,12.16,37.36,79.25
MG-ESTIVA,SUDESTE,MG,ESTIVA,2018,JAIR MESSIAS BOLSONARO,6106,4013,2022,JAIR MESSIAS BOLSONARO,7258,3541,312450,93.69,80.7,105.26,111.86,101.94,128.16,94.64,100.79
MG-ESTRELA DALVA,SUDESTE,MG,ESTRELA DALVA,2018,FERNANDO HADDAD,1572,912,2022,LUIZ INÁCIO LULA DA SILVA,2074,1275,312460,90.62,88.24,100.0,105.26,81.82,181.82,85.0,65.52
MG-ESTRELA DO INDAIA,SUDESTE,MG,ESTRELA DO INDAIA,2018,JAIR MESSIAS BOLSONARO,1802,1171,2022,LUIZ INÁCIO LULA DA SILVA,2066,988,312470,96.0,111.54,111.54,80.0,57.14,89.29,40.91,62.5
MG-ESTRELA DO SUL,SUDESTE,MG,ESTRELA DO SUL,2018,FERNANDO HADDAD,3768,2081,2022,LUIZ INÁCIO LULA DA SILVA,4259,2497,312480,48.39,43.06,84.72,89.87,70.0,88.57,92.31,63.64
MG-EUGENOPOLIS,SUDESTE,MG,EUGENOPOLIS,2018,JAIR MESSIAS BOLSONARO,5858,3076,2022,LUIZ INÁCIO LULA DA SILVA,6957,3482,312490,86.9,84.62,146.15,221.52,111.11,76.85,14.58,78.33
MG-EWBANK DA CAMARA,SUDESTE,MG,EWBANK DA CAMARA,2018,FERNANDO HADDAD,2767,1776,2022,LUIZ INÁCIO LULA DA SILVA,3324,2228,312500,6.98,0.0,22.64,51.22,46.55,87.93,97.87,95.31
MG-EXTREMA,SUDESTE,MG,EXTREMA,2018,JAIR MESSIAS BOLSONARO,19830,13952,2022,JAIR MESSIAS BOLSONARO,26753,13154,312510,108.47,100.84,88.76,106.2,98.53,116.49,89.74,104.67
MG-FAMA,SUDESTE,MG,FAMA,2018,JAIR MESSIAS BOLSONARO,1896,1203,2022,JAIR MESSIAS BOLSONARO,2289,1090,312520,82.61,131.58,142.11,100.0,38.46,92.31,7.69,68.18
MG-FARIA LEMOS,SUDESTE,MG,FARIA LEMOS,2018,FERNANDO HADDAD,2016,1207,2022,LUIZ INÁCIO LULA DA SILVA,2451,1494,312530,92.68,91.89,118.92,113.95,82.22,104.44,79.49,104.08
MG-FELICIO DOS SANTOS,SUDESTE,MG,FELICIO DOS SANTOS,2018,FERNANDO HADDAD,2508,1317,2022,LUIZ INÁCIO LULA DA SILVA,3133,1898,312540,10.17,0.0,4.17,3.92,13.58,11.11,1.59,103.45
MG-FELISBURGO,SUDESTE,MG,FELISBURGO,2018,FERNANDO HADDAD,3123,2145,2022,LUIZ INÁCIO LULA DA SILVA,3552,2498,312560,120.39,157.32,132.93,88.18,90.43,59.57,40.78,101.02
MG-FELIXLANDIA,SUDESTE,MG,FELIXLANDIA,2018,FERNANDO HADDAD,7208,3621,2022,LUIZ INÁCIO LULA DA SILVA,8289,4686,312570,102.07,77.25,89.82,98.31,76.97,82.89,99.19,47.54
